Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children_In_Home,Campaign_Accepted,Education_Encoded,Marital_Status_Encoded,Customer_Since,Labels
1952,PhD,With_Partner,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,74,1165,17,0,0,3,2,4823,0
1967,Graduation,With_Partner,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,59,24,5,1,0,1,2,4540,0
1977,PhD,With_Partner,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,49,269,13,0,0,3,2,5061,0
1973,PhD,With_Partner,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,53,102,7,1,0,3,2,4764,0
1984,Basic,With_Partner,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,42,461,19,0,0,0,2,4769,0
1979,Basic,Alone,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,47,47,7,1,0,0,0,4996,0
1976,PhD,Alone,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,50,144,10,2,0,3,0,4569,0
1968,Graduation,With_Partner,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,58,1338,24,0,0,1,2,5060,0
1959,Graduation,With_Partner,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,67,917,25,1,0,1,2,4650,0
1971,Graduation,With_Partner,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,55,318,17,2,0,1,2,4981,0
1967,Graduation,Alone,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,59,253,14,2,0,1,0,5040,0
1973,Graduation,With_Partner,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,53,502,20,1,0,1,2,5083,0
1983,Graduation,With_Partner,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,43,119,7,1,0,1,2,4639,0
1979,Basic,With_Partner,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,47,1250,29,2,0,0,2,5107,0
1962,Basic,With_Partner,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,64,1382,26,0,1,0,2,4755,0
1952,Graduation,With_Partner,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,74,255,14,2,1,1,2,4788,0
1960,Master,With_Partner,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,66,43,5,2,0,2,2,4817,0
1955,Graduation,Alone,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,71,398,14,1,0,1,0,4706,0
1977,Master,Alone,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,49,76,8,1,0,2,0,4511,0
1964,Graduation,With_Partner,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,62,902,15,2,1,1,2,4460,0
1976,Graduation,With_Partner,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,50,1179,26,1,0,1,2,4439,0
1974,Graduation,With_Partner,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,52,1921,29,1,1,1,2,5060,0
1951,Master,With_Partner,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,75,185,10,2,0,2,2,4864,0
1951,Graduation,With_Partner,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,75,34,6,2,1,1,2,4607,0
1966,PhD,Alone,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,60,416,25,2,0,3,0,4641,0
1956,Graduation,With_Partner,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,70,1588,17,0,0,1,2,4499,0
1974,PhD,Alone,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,52,1797,17,0,1,3,0,5038,0
1963,PhD,Alone,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,63,1143,21,1,0,3,0,5027,0
1969,Master,With_Partner,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,57,914,14,0,1,2,2,4438,0
1992,Graduation,With_Partner,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,34,1502,12,0,1,1,2,4962,0
1954,Graduation,Alone,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,72,1338,20,1,0,1,0,4937,0
1983,PhD,With_Partner,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,43,27,5,1,0,3,2,4780,0
1982,Basic,With_Partner,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,44,763,22,1,1,0,2,4711,0
1951,Graduation,Alone,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,75,1331,22,0,0,1,0,4782,0
1956,Graduation,With_Partner,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,70,525,19,2,0,1,2,4739,0
1961,PhD,With_Partner,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,65,9,4,2,0,3,2,4451,0
1962,Graduation,With_Partner,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,64,953,16,1,1,1,2,4520,0
1971,Master,Alone,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,68,7,2,0,2,0,4698,0
1968,Graduation,With_Partner,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,58,882,23,1,0,1,2,4761,0
1978,Basic,With_Partner,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,48,1149,25,0,0,0,2,5100,0
1969,Graduation,With_Partner,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,57,37,5,1,0,1,2,4724,0
1965,PhD,Alone,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,61,388,15,1,0,3,0,4745,0
1986,Graduation,With_Partner,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,40,1428,16,0,0,1,2,4936,0
1958,Master,With_Partner,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,68,1633,24,0,0,2,2,4839,0
1975,Master,With_Partner,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,51,173,10,1,0,2,2,4840,0
1987,Graduation,Alone,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,39,99,9,1,0,1,0,4701,0
1959,Graduation,With_Partner,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,67,215,12,1,0,1,2,4908,0
1962,PhD,With_Partner,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,64,929,31,1,0,3,2,4934,0
1974,Graduation,With_Partner,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,52,219,12,1,0,1,2,4538,0
1977,Graduation,With_Partner,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,49,174,12,2,0,1,2,4728,0
1978,Graduation,With_Partner,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,48,92,9,2,0,1,2,5003,0
1970,PhD,With_Partner,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,56,1052,25,0,0,3,2,4730,0
1957,Graduation,With_Partner,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,69,275,14,1,1,1,2,4901,0
1955,Basic,With_Partner,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,71,587,16,1,0,0,2,5132,0
1954,PhD,Alone,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,72,1662,33,1,0,3,0,5082,0
1982,PhD,With_Partner,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,44,159,11,1,0,3,2,4940,0
1953,Master,Alone,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,73,1024,18,0,3,2,0,4828,0
1968,Master,Alone,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,58,35,7,1,0,2,0,4504,0
1957,Master,With_Partner,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,69,1042,15,0,0,2,2,4739,0
1965,Master,With_Partner,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,61,395,19,2,0,2,2,4641,0
1975,PhD,With_Partner,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,51,557,23,0,3,3,2,5092,0
1963,PhD,With_Partner,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,63,9,15,2,0,3,2,4443,0
1990,Graduation,With_Partner,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,36,69,6,0,0,1,2,4793,0
1966,PhD,With_Partner,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,60,486,18,1,0,3,2,4606,0
1988,Graduation,Alone,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,38,34,6,1,0,1,0,4584,0
1995,Basic,Alone,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,31,1365,28,0,2,0,0,5086,1
1975,Graduation,With_Partner,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,13,4,1,0,1,2,4843,0
1978,PhD,With_Partner,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,48,1401,21,0,0,3,2,5045,0
1961,Graduation,With_Partner,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,65,1574,14,0,0,1,2,4971,0
1984,PhD,Alone,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,42,1323,20,0,0,3,0,4729,0
1971,Master,Alone,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,55,1217,32,1,2,2,0,4758,0
1951,Master,Alone,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,75,103,7,3,0,2,0,5026,0
1976,Master,With_Partner,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,50,84,7,0,0,2,2,4797,0
1972,PhD,With_Partner,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,54,1536,23,0,0,3,2,4956,0
1985,Graduation,With_Partner,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,41,581,18,1,0,1,2,5086,0
1966,PhD,With_Partner,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,60,928,14,1,0,3,2,5036,0
1975,Basic,Alone,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,51,14,4,0,0,0,0,4633,0
1971,Graduation,With_Partner,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,55,960,14,1,0,1,2,4695,0
1973,Graduation,Alone,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,53,656,29,2,1,1,0,5067,0
1968,Master,With_Partner,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,58,55,9,2,0,2,2,4733,0
1984,Graduation,Alone,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,42,20,5,1,0,1,0,4486,0
1971,Master,With_Partner,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,55,367,17,1,0,2,2,5073,0
1977,Basic,With_Partner,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,49,2257,22,0,3,0,2,4548,0
1967,PhD,Alone,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,59,42,7,1,0,3,0,4557,0
1964,Graduation,Alone,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,62,1049,26,1,0,1,0,4819,0
1972,Graduation,Alone,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,54,48,7,2,0,1,0,4511,0
1948,PhD,Alone,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,78,685,25,1,0,3,0,4980,0
1952,Graduation,Alone,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,74,39,5,1,0,1,0,4508,0
1987,Basic,Alone,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,39,43,5,0,0,0,0,4579,0
1959,Master,Alone,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,67,835,21,0,0,2,0,5119,0
1958,Graduation,With_Partner,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,68,1515,20,0,1,1,2,4596,0
1951,PhD,With_Partner,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,75,1039,26,1,0,3,2,4932,0
1975,Graduation,Alone,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,51,1596,26,1,0,1,0,4786,0
1984,PhD,With_Partner,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,42,1828,18,0,0,3,2,5059,0
1969,PhD,With_Partner,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,57,34,6,1,1,3,2,4497,0
1968,PhD,Alone,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,58,149,10,1,0,3,0,4509,0
1969,Master,Alone,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,57,946,23,1,1,2,0,4843,0
1985,PhD,Alone,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,41,28,6,0,0,3,0,4478,0
1984,Graduation,Alone,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,42,450,17,1,0,1,0,5040,0
1957,PhD,With_Partner,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,69,46,5,2,0,3,2,4598,0
1971,PhD,Alone,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,55,1702,16,0,1,3,0,4671,0
1975,Graduation,With_Partner,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,51,820,25,2,0,1,2,4730,0
1982,Graduation,With_Partner,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0,44,382,15,1,1,1,2,4925,0
1989,Master,With_Partner,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,37,2069,20,0,3,2,2,4495,0
1985,Graduation,With_Partner,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,41,72,7,1,0,1,2,4955,0
1968,Graduation,Alone,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,58,732,28,1,2,1,0,4463,0
1974,Graduation,Alone,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,52,801,11,0,0,1,0,4471,0
1949,Graduation,Alone,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,77,236,12,1,0,1,0,4689,0
1954,PhD,Alone,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,72,1685,15,0,1,3,0,4527,0
1945,PhD,Alone,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0,81,277,27,0,0,3,0,4469,0
1983,Graduation,Alone,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43,49,5,0,0,1,0,4514,0
1987,Master,With_Partner,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,39,397,15,0,0,2,2,4540,0
1971,Graduation,Alone,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,55,39,9,1,0,1,0,4685,0
1968,Graduation,With_Partner,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,58,306,14,1,1,1,2,4592,0
1971,PhD,With_Partner,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,55,1028,28,1,0,3,2,4733,0
1986,Graduation,With_Partner,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,40,70,7,1,0,1,2,4581,0
1959,Graduation,With_Partner,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,67,46,5,0,0,1,2,4904,0
1980,Master,With_Partner,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,46,51,5,1,1,2,2,4713,0
1960,Basic,With_Partner,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,66,1263,21,0,0,0,2,4507,0
1970,Graduation,Alone,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,56,1490,22,1,1,1,0,5033,0
1967,Graduation,With_Partner,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,59,1815,18,1,2,1,2,5113,0
1963,PhD,Alone,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,63,1198,31,1,0,3,0,4957,0
1968,Graduation,Alone,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,58,416,23,1,2,1,0,5111,0
1981,PhD,Alone,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,45,47,8,1,0,3,0,4831,0
1965,PhD,With_Partner,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,61,21,4,2,0,3,2,4987,0
1977,Basic,Alone,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,49,70,6,1,0,0,0,4444,0
1972,Basic,With_Partner,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,54,909,22,1,0,0,2,4598,0
1956,Graduation,Alone,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,70,1676,22,0,4,1,0,5054,0
1943,Master,Alone,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,83,1735,26,0,1,2,0,4708,0
1959,Graduation,Alone,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,67,1191,30,2,0,1,0,4974,1
1977,Master,With_Partner,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,49,24,5,1,0,2,2,4734,0
1970,Graduation,With_Partner,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,56,1280,14,0,0,1,2,4808,0
1957,Graduation,Alone,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1,69,1336,19,0,0,1,0,5030,0
1965,Master,With_Partner,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0,61,749,24,2,0,2,2,4814,0
1974,PhD,With_Partner,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0,52,91,7,2,0,3,2,4658,0
1947,PhD,With_Partner,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,79,414,15,1,0,3,2,4711,0
1982,Master,With_Partner,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0,44,44,9,1,0,2,2,4610,0
1968,Master,With_Partner,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0,58,63,8,2,0,2,2,4526,0
1951,Graduation,With_Partner,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,75,901,23,1,0,1,2,4884,0
1975,Basic,With_Partner,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,51,38,6,2,0,0,2,5098,0
1956,PhD,Alone,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,70,455,20,1,0,3,0,4913,0
1949,PhD,Alone,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1,77,775,24,1,0,3,0,5024,0
1959,Master,With_Partner,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,67,15,4,1,0,2,2,4535,0
1973,Graduation,With_Partner,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,3,11,0,53,38,6,1,0,1,2,4739,0
1984,PhD,With_Partner,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,42,1512,22,0,3,3,2,4580,0
1950,Graduation,With_Partner,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,76,43,5,1,0,1,2,4968,0
1977,Graduation,Alone,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0,49,42,5,1,0,1,0,5128,0
1984,Graduation,With_Partner,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,3,11,0,42,1089,23,0,0,1,2,4502,0
1976,Master,With_Partner,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,3,11,0,50,162,9,1,0,2,2,5090,0
1951,Graduation,Alone,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,3,11,0,75,1272,19,0,0,1,0,4945,0
1982,Graduation,With_Partner,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,3,11,1,44,1173,20,0,0,1,2,5041,0
1974,Master,With_Partner,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,3,11,0,52,816,22,1,0,2,2,4446,0
